document_name,chunk
wong. 2010,"recruited 17 patients with skew deviation, 40 patients with trochlear nerve palsy, and 25  patients with other causes of vertical strabismus (eg, dysthyroidism, orbital trauma, Brown  syndrome, childhood strabismus, peripheral oculomotor or abducens nerve palsy).56,57 Our preliminary (unpublished) results indicated that 13 of 17 patients with skew deviation  had a positive upright–supine test, giving the test a sensitivity of 76%. No patients with Wong Page 6 J AAPOS . Author manuscript; available in PMC 2016 December 13. CIHR Author Manuscript CIHR Author Manuscript CIHR Author Manuscript trochlear nerve palsy or other causes of vertical strabismus had a positive upright–supine  test, giving the test a specificity of 100%. Interestingly, all 4 patients with skew deviation  who had a negative upright–supine test had a lesion in the midbrain on MRI, which may  have caused a vertical strabismus as a result of a combination of skew deviation and  trochlear nerve palsy (with or without concurrent oculomotor nerve palsy). Furthermore,  they all had additional neurologic signs (eg, vertical gaze palsy, facial nerve palsy, bilateral  ptosis). What is the physiological basis of this new upright–supine test? We postulate that when  changing from an upright to supine position, the orientation of the utricles changes from  earth-horizontal to earth-vertical. This new orientation of the utricle with respect to absolute  earth-vertical (gravity) leads to a saturation or reduction in the overall afferent activities of  the utriculo-ocular reflex, such that any asymmetry of the reflex (as in skew deviation) is  minimized. This saturation or reduction in activities and asymmetry of the reflex in the  supine position in turn leads to the reduction of torsion and vertical misalignment in skew  deviation. Although the exact mechanism remains to be elucidated, our findings that torsion  and vertical misalignment decrease when changing from an upright to supine position in  skew deviation are consistent with the currently accepted role of the utricles in detecting  changes in head orientation, and provide support that skew deviation is caused by disruption"
wong. 2010,"of the utriculo-ocular reflex. It should be noted that in isolated unilateral peripheral trochlear nerve palsy, the utriculo- ocular pathway remains intact. Thus the magnitude of vertical deviation and excyclotorsion  in the hypertropic eye remains the same in upright and supine positions. The contralateral  head tilt commonly seen in unilateral trochlear nerve palsy is a compensatory mechanism  that exploits the normal intact utriculo-ocular reflex to minimize the magnitude of vertical  deviation and diplopia. Sydnor et al58 found that the head tilt in unilateral trochlear nerve  palsy disappears in supine position. Because there is no change in utricular input or  stimulation with head tilts when supine, the utriculo-ocular reflex is no longer effective in  reducing the vertical deviation in unilateral trochlear nerve palsy in the supine position and  thus the head tilt disappears.58 This is also the reason why the Bielschowsky head tilt test is  not applicable in a supine position and should not be used in a bedridden patient who cannot  sit in an upright position. The double Maddox rods (ie, subjective torsion) and the prism and alternate cover test we  used are simple and quick to perform. They can be performed with a near target as long as  its distance from the patient is kept constant in both upright and supine positions. They also  have the advantage of not requiring pupillary dilation or indirect ophthalmoscopy, which  may not be readily available or feasible for nonophthalmologists, including neurologists and  orthoptists. Fundus photography could also be used to document the change in objective  torsion in skew deviation, but it requires special equipment (eg, Retcam; Clarity Medical  Systems, Inc, Pleasanton, CA) that has the flexibility of taking fundus pictures in the supine  position. Whatever method one chooses to measure torsion and vertical strabismus, the head  position-dependent changes in torsion and vertical misalignment suggest skew deviation,  and warrant investigation for a lesion in the posterior fossa as the cause of the vertical  deviation and diplopia.Wong Page 7 J AAPOS . Author manuscript; available in PMC 2016 December 13. CIHR Author Manuscript CIHR Author Manuscript CIHR Author Manuscript Summary"
wong. 2010,"On the basis of our findings, we recommend the following (see Figure 1): when a patient  presents with a vertical strabismus, a dissociated vertical deviation and pseudostrabismus  (eg, ptosis, orbital or facial dysmorphism) should be ruled out. A mechanical restrictive  cause also should be sought from the patient’s history and clinical examination. If there is  any sign of mechanical restriction, an orbital computed tomography or MRI should be  ordered. If no sign of mechanical restriction is present, the 3-step test should then be  performed. If the 3-step test is negative for trochlear nerve palsy and is suggestive of  weakness of other cyclovertical muscles, a brain MRI with gadolinium enhancement should  be performed because skew deviation can mimic palsy of any of the cyclovertical muscles.  In addition, it is very unlikely for an oculomotor nerve palsy to present with isolated  weakness of the superior rectus, inferior rectus, or inferior oblique muscle without ptosis or  pupillary dilation. One should also suspect myasthenia gravis if other signs are present (eg,  fatigability and variability of ptosis or diplopia). If the 3-step test is positive for trochlear  nerve palsy, the upright–supine test should then be performed with a near target at 1/3 meter  in both the upright and supine position. If this test is positive, that is, the vertical deviation  decreases by ≥50% from the upright to supine position, a brain MRI with gadolinium  enhancement should be performed to rule out a lesion in the posterior fossa because skew  deviation can mimic a trochlear nerve palsy during the 3-step test. If, on the other hand, the upright–supine test is negative, that is, the vertical deviation  decreases by <50% from the upright to supine position, then one should look for any  additional neurologic signs (eg, gaze-evoked nystagmus, gaze palsy, facial nerve palsy,  dysarthria, ataxia, hemiplegia). If other neurologic signs are present, a brain MRI with  gadolinium enhancement should be performed; if they are absent, the vertical strabismus is"
wong. 2010,"likely caused by a peripheral trochlear nerve palsy. In this situation, signs that are suggestive  of a congenital cause should be looked for (eg, presence of a head tilt in old photographs,  facial asymmetry, or increased vertical fusional amplitude). If these signs for a congenital  cause are absent, the clinician should use his/her clinical judgment to decide whether  neuroimaging is warranted. The aforementioned algorithm is particularly useful when abnormal torsion is absent or not  noticeable because although abnormal torsion is found in approximately 80% of patients  with skew deviation,28 it is found only in approximately 40% of patients with trochlear  nerve palsy.36 If abnormal torsion is present, dilated fundus examination or double Maddox  rods are helpful in differentiating skew deviation from trochlear nerve palsy. In unilateral  trochlear nerve palsy, the torsion is monocular (ie, excyclotorsion of the paretic hypertropic  eye only, or a small excyclotorsion of the nonparetic hypotropic eye only36), whereas in  bilateral trochlear nerve palsy, the torsion is binocular but disjunctive (ie, excyclotorsion of  both eyes). In most skew deviations except for those caused by a lesion in the lateral  medulla, the torsion is binocular and conjugate (ie, excyclotorsion of the hypotropic eye and  incyclotorsion of the hypertropic eye).9 In patients with lateral medullary syndrome, the  ocular torsion is monocular (ie, the hypotropic eye is excyclotorted, but the hypertropic eye  has normal torsion or is slightly incyclotorted), and more importantly, these patients  typically present with characteristic neurologic signs.9,27Wong Page 8 J AAPOS . Author manuscript; available in PMC 2016 December 13. CIHR Author Manuscript CIHR Author Manuscript CIHR Author Manuscript In conclusion, there is increasing evidence that skew deviation is caused by an imbalance in  the utriculo-ocular pathway. Understanding the underlying pathophysiology of skew  deviation has led to the discovery of a new bedside test to supplement the classic Park’s 3- step test in differentiating skew deviation from trochlear nerve palsy."
wong. 2010,"Research is currently  underway to determine more precisely the sensitivity and specificity of the upright–supine  test we described in a larger number of patients with skew deviation and different causes of  vertical strabismus. Acknowledgments Supported by a New Investigator Award (MSH 55058), grants MOP 152588 and MOP 57853 from the Canadian  Institutes of Health Research, and the Department of Ophthalmology and Vision Science at The Hospital for Sick  Children. References 1. Rabinovitch HE, Sharpe JA, Sylvester TO. The ocular tilt reaction. A paroxysmal dyskinesia  associated with elliptical nystagmus. Arch Ophthalmol. 1977; 95:1395–8. [PubMed: 889516]  2. Halmagyi GM, Gresty MA, Gibson WPR. Ocular tilt reaction with peripheral vestibular lesion. Ann  Neurol. 1979; 6:80–83. [PubMed: 315752]  3. Zackon, DH., Sharpe, JA. The ocular tilt reaction and skew deviation. In: Sharpe, JA., Barber, HO.,  editors. Vestibulo-Ocular Reflex and Vertigo. New York, NY: Raven Press; 1993. p. 129-40. 4. Brodsky MC, Donahue SP, Vaphiades M, Brandt T. Skew deviation revisited. Surv Ophthalmol.  2006; 51:105–28. [PubMed: 16500212]  5. Smith JL, David NJ, Klintworth G. Skew deviation. Neurology. 1964; 14:96–105. [PubMed:  14118986]  6. Keane JR. Ocular skew deviation. Analysis of 100 cases. Arch Neurol. 1975; 32:185–90. [PubMed:  1119961]  7. Moster ML, Schatz NJ, Savino PJ, Benes S, Bosley TM, Sergott RC. Alternating skew on lateral  gaze (bilateral abducting hypertropia). Ann Neurol. 1988; 23:190–92. [PubMed: 3377440]  8. Morrow MJ, Sharpe JA."
wong. 2010,"Torsional nystagmus in the lateral medullary syndrome. Ann Neurol. 1988;  24:390–98. [PubMed: 3228274]  9. Brandt T, Dieterich M. Skew deviation with ocular torsion: a vestibular brainstem sign of  topographic diagnostic value. Ann Neurol. 1993; 33:528–34. [PubMed: 8498829]  10. Wong AM, Sharpe JA. Cerebellar skew deviation and the torsional vestibulo-ocular reflex.  Neurology. 2005; 65:412–9. [PubMed: 16087906]  11. Pötzl O, Sittig O. Klinische Befunde mit Hertwig-Magendiescher Augeneinstellung. Z ges Neurol  Psychiat. 1925; 95:701. 12. Hertwig H. Experilmenta quaedam de effectibus laesionum in partibus encephali singularibus et de  verosimili harum partium functione. Berolini, formis Feisterianis et Eisersdorf, 1826. Ind Cat  Surg-Gen. 1885; 6:185. 13. Stewart TG, Holmes G. Symptomatology of cerebellar tumours: A study of forty cases. Brain.  1904; 27:522–91. 14. Keane JR. Alternating skew deviation: 47 patients. Neurology. 1985; 35:725–8. [PubMed:  3990972]  15. Zee DS. Considerations on the mechanisms of alternating skew deviation in patients with  cerebellar lesions. J Vestib Res. 1996; 6:395–401. [PubMed: 8968967]  16. Frohman LP, Kupersmith MJ. Reversible vertical ocular deviations associated with raised  intracranial pressure. J Clin Neuroophthalmol. 1985; 5:158–63. [PubMed: 2934416]  17. Parks MM. Isolated cyclovertical muscle palsy. Arch Ophthalmol. 1958; 60:1027–35. 18. Versino M, Hurko O, Zee DS."
wong. 2010,"Disorders of binocular control of eye movements in patients with  cerebellar dysfunction. Brain. 1996; 119:1933–50. [PubMed: 9009999] Wong Page 9 J AAPOS . Author manuscript; available in PMC 2016 December 13. CIHR Author Manuscript CIHR Author Manuscript CIHR Author Manuscript 19. Kushner BJ. Errors in the three-step test in the diagnosis of vertical strabismus. Ophthalmology.  1989; 96:127–32. [PubMed: 2919044]  20. Donahue SP, Lavin PJ, Hamed LM. Tonic ocular tilt reaction simulating a superior oblique palsy:  Diagnostic confusion with the 3-step test. Arch Ophthalmol. 1999; 117:347–52. [PubMed:  10088812]  21. Brazis PW. Palsies of the trochlear nerve: Diagnosis and localization—recent concepts. Mayo Clin  Proc. 1993; 68:501–9. [PubMed: 8479214]  22. Brandt T, Dieterich M. Different types of skew deviation. J Neurol Neurosurg Psychiatry. 1991;  54:549–50. [PubMed: 1880519]  23. Brandt T, Dieterich M. Vestibular syndromes in the roll plane: Topographic diagnosis from brain  stem to cortex. Ann Neurol. 1994; 36:337–47. [PubMed: 8080241]  24. Fesharaki M, Karagiannis P, Tweed D, Sharpe JA, Wong AM. Adaptive neural mechanism for  Listing’s law revealed in patients with skew deviation caused by brainstem or cerebellar lesion.  Invest Ophthalmol Vis Sci. 2008; 49:204–14. [PubMed: 18172094]  25. Riordan-Eva P, Harcourt JP, Faldon M, Brookes GB, Gresty MA. Skew deviation following  vestibular nerve surgery. Ann Neurol. 1997; 41:94–9. [PubMed: 9005870]  26. Safran AB, Vibert D, Issoua D. Skew deviation after vestibular neuritis."
wong. 2010,"Am J Ophthalmol. 1994;  118:238–45. [PubMed: 8053470]  27. Dieterich M, Brandt T. Wallenberg’s syndrome: Lateropulsion, cyclorotation, and subjective visual  vertical in thirty-six patients. Ann Neurol. 1992; 31:399–408. [PubMed: 1586141]  28. Dieterich M, Brandt T. Ocular torsion and tilt of subjective visual vertical are sensitive brainstem  signs. Ann Neurol. 1993; 33:292–9. [PubMed: 8498813]  29. Tilikete C, Vighetto A. Internuclear ophthalmoplegia with skew deviation. Two cases with an  isolated circumscribed lesion of the medial longitudinal fasciculus. Eur Neurol. 2000; 44:258–9.  [PubMed: 11096232]  30. Zwergal A, Cnyrim C, Arbusow V , et al. Unilateral INO is associated with ocular tilt reaction in  pontomesencephalic lesions: INO plus. Neurology. 2008; 71:590–3. [PubMed: 18711113]  31. Brandt T, Dieterich M. Pathological eye-head coordination in roll: Tonic ocular tilt reaction in  mesencephalic and medullary lesions. Brain. 1987; 110:649–66. [PubMed: 3495315]  32. Brandt T, Dieterich M. Two types of ocular tilt reactions: The “ascending” pontomedullary VOR- OTR and the “descending” mesencephalic integrator-OTR. Neuro-ophthalmology. 1998; 19:83– 92. 33. Halmagyi GM, Brandt T, Dieterich M, Curthoys IS, Stark RJ, Hoyt WF. Tonic contraversive ocular  tilt reaction due to unilateral meso-diencephalic lesion. Neurology. 1990; 40:1503–9. [PubMed:  2215939]  34. Dieterich M, Brandt T. Thalamic infarctions: Differential effects on vestibular function in the roll"
wong. 2010,"plane (35 patients). Neurology. 1993; 43:1732–40. [PubMed: 8414023]  35. Angelaki DE. Eyes on target: What neurons must do for the vestibuloocular reflex during linear  motion. J Neurophysiol. 2004; 92:20–35. [PubMed: 15212435]  36. Dieterich M, Brandt T. Ocular torsion and perceived vertical in oculomotor, trochlear and abducens  nerve palsies. Brain. 1993; 116:1095–104. [PubMed: 8221049]  37. Mossman S, Halmagyi GM. Partial ocular tilt reaction due to unilateral cerebellar lesion.  Neurology. 1997; 49:491–3. [PubMed: 9270583]  38. Collewijn H, Van der Steen J, Ferman L, Jansen TC. Human ocular counterroll: Assessment of  static and dynamic properties from electromagnetic scleral coil recordings. Exp Brain Res. 1985;  59:185–96. [PubMed: 4018196]  39. Kingma H, Stegeman P, V ogels R. Ocular torsion induced by static and dynamic visual stimulation  and static whole body roll. Eur Arch Otorhinolaryngol. 1997; 254(suppl 1):S61–3. [PubMed:  9065630]  40. Ooi D, Cornell ED, Curthoys IS, Burgess AM, MacDougall HG. Convergence reduces ocular  counterroll (OCR) during static roll-tilt. Vision Res. 2004; 44:2825–33. [PubMed: 15342226] Wong Page 10 J AAPOS . Author manuscript; available in PMC 2016 December 13. CIHR Author Manuscript CIHR Author Manuscript CIHR Author Manuscript 41. Harris L, Beykirch K, Fetter M. The visual consequences of deviations in the orientation of the axis  of rotation of the human vestibulo-ocular reflex. Vision Res. 2001; 41:3271–81. [PubMed:  11718772]  42. Jampolsky, A."
wong. 2010,"A new look at the head tilt test. In: Fuchs, AF.Brandt, T.Büttner, U., Zee, DS.,  editors. Contemporary Ocular Motor and Vestibular Research: A Tribute to David A. Robinson.  Stuttgart: Springer Verlag; 1994. p. 432-9. 43. Jampel RS, Shi DX. The absence of so-called compensatory ocular countertorsion: the response of  the eyes to head tilt. Arch Ophthalmol. 2002; 120:1331–40. [PubMed: 12365912]  44. Goltz HC, Mirabella G, Leung JC, et al. Effects of age, viewing distance and target complexity on  static ocular counterroll. Vision Res. 2009; 49:1848–52. [PubMed: 19409919]  45. Chandrakumar M, Hirji Z, Blakeman A, Goltz H, Mirabella G, Wong AM. Effects of earth-fixed vs  head-fixed target on ocular counterroll. Arch Ophthalmol. In press.  46. Wong, AM. Eye Movement Disorders. New York (NY): Oxford University Press; 2008.  47. von Helmholtz, H. Handbuch der Physiologischen Optik. 3. Hamburg: V oss; 1867.  48. Hepp K. On Listing’s law. Commun Mathematical Phys. 1990; 132:285–92. 49. Tweed D. Visual-motor optimization in binocular control. Vision Res. 1997; 37:1939–51.  [PubMed: 9274779]  50. Wong AM. Listing’s law: Clinical significance and implications for ocular motor control. Surv  Ophthalmol. 2004; 49:563–75. [PubMed: 15530944]  51. Averbuch-Heller L, Rottach KG, Zivotofsky AZ, et al. Torsional eye movements in patients with  skew deviation and spasmodic torticollis: responses to static and dynamic head roll. Neurology.  1997; 48:506–14. [PubMed: 9040747]  52."
wong. 2010,"Tilikete C, Ventre-Dominey J, Denise P, Nighoghossian N, Vighetto A. Otolith dysfunction in skew  deviation after brain stem lesions. Abnormalities of eye movements induced by Off-Vertical-Axis  Rotation (OV AR). J Vestib Res. 2000; 10:179–92. [PubMed: 11354431]  53. Schlenker M, Mirabella G, Goltz HC, Kessler P, Blakeman AW, Wong AM. The linear vestibulo- ocular reflex in patients with skew deviation. Invest Ophthalmol Vis Sci. 2009; 50:168–74.  [PubMed: 18775861]  54. Kessler P, Tomlinson D, Blakeman A, Rutka J, Ranalli P, Wong AM. The high-frequency/ acceleration head-heave test in detecting otolith diseases. Otol Neurotol. 2007; 28:896–904. 55. Parulekar MV , Dai S, Buncic JR, Wong AM. Head position-dependent changes in ocular torsion  and vertical misalignment in skew deviation. Arch Ophthalmol. 2008; 126:899–905. [PubMed:  18625934]  56. Wong AM, Tweed D, Sharpe JA. Hyperdeviation and static ocular counterroll in unilateral  abducens nerve palsy. Ann NY Acad Sci. 2002; 956:523–6. [PubMed: 11960857]  57. Wong AM, Tweed D, Sharpe JA. Vertical misalignment in unilateral sixth nerve palsy.  Ophthalmology. 2002; 109:1315–25. [PubMed: 12093657]  58. Sydnor CF, Seaber JH, Buckley EG. Traumatic superior oblique palsies. Ophthalmology. 1982;  89:134–8. [PubMed: 7070785] Wong Page 11 J AAPOS . Author manuscript; available in PMC 2016 December 13. CIHR Author Manuscript CIHR Author Manuscript CIHR Author Manuscript FIG. 1.  Decision-making algorithm for vertical strabismus.Wong Page 12 J AAPOS ."
wong. 2010,"Author manuscript; available in PMC 2016 December 13. CIHR Author Manuscript CIHR Author Manuscript CIHR Author Manuscript CIHR Author Manuscript CIHR Author Manuscript CIHR Author ManuscriptWong Page 13 Table 1 Clinical characteristics of trochlear nerve palsy versus skew deviation Trochlear nerve palsy Skew deviation 1 Hypertropia in primary position 2 Incomitant: hypertropia worse on gaze to opposite side  acutely; may become comitant with time 3 Hypertropia worse on ipsilateral head tilt 4 Compensatory head tilt contralateral to the hypertropic  eye 5 Excyclotorsion of the hypertropic eye 6 Usually no other neurologic signs (unless caused by  brain trauma or lesions in brainstem)1 Hypertropia in primary position 2 Incomitant, comitant, or alternating 3 Hypertropia may or may not change with head tilt 4 Pathologic head tilt contralateral to the hypertropic eye 5 Incyclotorsion of the hypertropic eye if present (and  excyclotorsion of the hypotropic eye) 6 Usually has other neurologic signs (eg, gaze-evoked  nystagmus, gaze palsy, dysarthria, ataxia, hemiplegia) J AAPOS . Author manuscript; available in PMC 2016 December 13."
Brodsky. 2006,"MAJOR REVIEW Skew Deviation Revisited Michael C. Brodsky, MD,1Sean P. Donahue, MD, PhD,2Michael Vaphiades, DO,3 and Thomas Brandt, MD4 1Departments of Ophthalmology and Pediatrics, University of Arkansas for Medical Sciences, Little Rock, Arkansas, USA; 2Department of Ophthalmology and Visual Sciences, Pediatrics, and Neurology, Vanderbilt University School of Medicine, Nashville, Tennessee, USA;3Department of Ophthalmology, University of Alabama, Birmingham, Alabama, USA; and4Department of Neurology, Klinikum Grosshadern, Ludwig-Maximilians University, Mu ¨nich, Germany Abstract. Skew deviation is a vertical misalignment of the eyes caused by damage to prenuclear vestibular input to ocular motor nuclei. The resultant vertical ocular deviation is relatively comitant innature, and is usually seen in the context of brainstem or cerebellar injury from stroke, multiple sclerosis, or trauma. Skew deviation is usually accompanied by binocular torsion, torticollis, and a tilt in the subjective visual vertical. This constellation of ﬁndings has been termed the ocular tilt reaction. In the past two decades, a clinical localizing value for skew deviation has been assigned, and a cogentvestibular mechanism for comitant and incomitant variants of skew deviation has been proposed. Our understanding of skew deviation as a manifestation of central otolithic dysfunction in different planes of three-dimensional space is evolving. The similar spectrum of vertical ocular deviations arising inpatients with congenital strabismus may further expand the nosology of skew deviation to include vergence abnormalities caused by the effects of early binocular visual imbalance on the developing visual system. ( Surv Ophthalmol 51 :105--128, 2006. /C2112006 Elsevier Inc. All rights reserved.) Key words. ocular tilt reaction /C15skew deviation /C15vergence abnormalities /C15vision /C15visual imbalance I. Introduction According to Stedman’s Medical Dictionary ,184skew"
Brodsky. 2006,"deviation refers to ‘‘a hypertropia in which the eyesmove in opposite directions equally; an acquiredhypertropia, often fairly comitant, not ﬁtting thecharacteristic pattern of trochlear nerve damage orof ocular muscle abnormality; often due to a brain-stem or cerebellar lesion.’’ For many years, skewdeviation was held to be a nonlocalizing sign and a diagnosis of exclusion. 84,112Skew deviation usually presents as a comitant hypertropia in a patient withposterior fossa disease. 44In rare cases, however, it can increase in one horizontal direction of gaze,manifest as a paroxysmal hyperdeviation of one eye, or produce alternating hyperdeviations in gaze toeither side. 44,181The purpose of this review is to acquaint the reader with advances in our under-standing of skew deviation as a clinical diagnosticentity, in terms of its clinical range of presentation, its underlying pathophysiology, and its clinical localizing value. II. History Skew deviation was ﬁrst recognized experimentally in animals by the experimental physiologist Francois 105 /C2112006 by Elsevier Inc. All rights reserved.0039-6257/06/$--see front matter doi:10.1016/j.survophthal.2005.12.008SURVEY OF OPHTHALMOLOGY VOLUME 51 /C15NUMBER 2 /C15MARCH–APRIL 2006  Magendie in 1824.131The following year, Henry Hertwig described skew deviation in a cat followingan incision through the cerebellum into the me-dulla. 100,182In 1904, Stewart and Holmes observed skew deviation in a man with a cerebellar tumor, andin other patients following craniotomies for cerebel-lar tumors. 186During World War I, Gordon Holmes documented skew deviation in 5 of 40 patients who had sustained cerebellar gunshot injuries.104In 1921, Holmes theorized that skew deviation wasobserved only in patients with extensive cerebellarlesions and otherwise had no localizing value. 103In 1925, Po ¨tzl and Sittig described skew deviation in"
